emotion,approach,arousal,attention,certainty,commitment,control,dominance,effort,fairness,identity,obstruction,safety,upswing,valence
Admiration,0.03636951881652547,-0.415990435344593,-0.27668499904032356,-0.3832671970437438,-0.24339623484241615,0.6926366433146551,-0.6282085294147031,0.8186267811467629,-0.15263365973645118,0.18948071404080538,-0.06818436569921947,-0.14252205282577582,0.37684917211712293,0.4212139110214219
Adoration,1.727758012935798,-0.9371708914583377,-0.33527448535727955,-1.1661413629273691,-0.5560588702923908,0.1981716772567957,-0.6419057489865633,-0.4247701314577958,0.6227111593660586,-0.2648848832401918,-0.4725507454475654,-0.3623786357992139,-0.24806893110583259,1.4360087323076136
Aesthetic-Appreciation,-0.11151704761440193,-0.1731906852659104,0.8462360770973989,-0.1009709945713477,-0.046502713859508646,0.21245046473912074,-0.1306871437120166,-0.22192688945920866,-0.5515876068132489,-0.3125886959226093,-0.5802244599550996,0.09135319610157018,-0.9837687266431453,1.001545353060768
Amusement,0.4144851774664698,0.6375764523062476,-1.0461725419973806,-0.5469221690098007,-1.3915345044647858,-0.5175011753109443,0.8017107297296023,0.2715944826044573,0.2582439266078325,-0.016822281611674084,0.3568931066238791,0.2969555505318521,0.7866411010395629,-0.22121334544840393
Anger,0.5463176530082541,0.8220812616670861,-1.3278432705998875,-0.2509437618032944,0.017232018174690004,0.5274612825773043,0.7105558785356321,0.3059910002269134,-1.259581657176683,0.27629471369136177,0.20413905117938413,0.2879289305301399,-0.9081798177244403,-0.8124862348110239
Anxiety,-0.35864352585005693,-0.3241188423827379,0.26036380382128615,-0.3232443686805099,-0.04060027165170833,0.26136367548682427,-0.28160475363639464,0.08502249480108973,0.6002776831127973,0.1124687680143372,0.11984268849881435,-0.6481343870203797,0.15259229455049447,-0.31525499120310163
Awe,-0.6118325607618241,-0.16713907032026415,1.4780297600500947,-0.3987561276262852,-0.18815423331264863,0.11068626089829058,-0.25989260433460476,0.006023802394541155,-0.26273198306207735,-0.03099658957815241,-0.643115028531646,-1.0071259550511853,-0.07083719465191964,1.4764420771972764
Awkwardness,-0.7066823710234365,0.4661752942739675,-0.8196613773034923,-0.04018773349934296,-0.9012786041077349,-1.0893118238113575,0.5033026562377693,0.29494149240335316,0.024045578805263094,0.01366885619256085,0.12644059916809813,1.0202399858024185,0.5336382280808739,-0.24646721616674175
Boredom,-1.5236340252916425,-0.4881118388635098,-1.3876731253086656,0.029230242473784456,-0.37994864599790673,0.8793745322331857,0.312264999756316,-0.3643234160361608,0.4741019356716063,0.44270729047127155,0.8776996577098852,-0.061751199614733014,-0.163344600298813,0.09169144708759008
Calmness,-1.214945393643282,-1.3649392222020864,0.39521020449755556,0.47464606526449193,0.2135921690232283,-0.2588687841650935,0.1817911888853783,-0.13244517915884718,0.11719136644016996,-0.2030156478484376,-0.519596803271996,-0.07862175922283753,-0.7737480262788434,1.3285273859730407
