emotion,approach,arousal,attention,certainty,commitment,control,dominance,effort,fairness,identity,obstruction,safety,upswing,valence
Admiration,0.16134340846245798,-0.4798058734719729,0.08627310352755518,-0.05918430198583024,0.3323680790494245,0.03624179006005427,0.07789731003665709,0.01684759303433232,-0.1689560358022529,0.07539260710521947,-0.3152259120743088,0.002337322675400567,0.05854201728601003,0.30511639762341286
Adoration,1.121377338056518,-1.197810182909759,-0.5024721159578383,-0.47480090823466325,0.425745559615897,-0.7057546728077176,0.18339736673627693,-0.3185211563839625,-0.11687495193718013,0.3085023545959181,0.050908134224834894,-0.8791407285435822,-0.005291783879398665,0.8105757268342846
Aesthetic-Appreciation,-0.03947800896140693,-0.5210808032310067,0.13281934542746687,0.10075315400495446,-0.5208890619101667,0.04941000380306106,0.47642300665778237,-0.08347648865905939,0.16393376874169027,-0.20068991157347,-0.42391560496698416,-0.15719952357749242,-0.1096125267664316,0.18646406258753953
Amusement,0.30340878621502354,0.21210112169561354,-0.1337306806833821,-0.3415438109192544,-0.4441563623715189,0.2502202209724727,-0.7392228076001538,0.0946048000086262,0.22435378590511498,-0.057400572612400357,-0.2068147945568602,0.15351978265121857,0.04078095058716007,0.526889526660315
Anger,0.35495416760550685,-0.39024983968212373,-0.356136747957546,0.7524286753420398,-0.0748180104711983,-0.004171285307887749,0.5270852142113399,0.24080438789521347,-2.1792965854760014,0.9995423483563408,0.1388197996562451,0.20772105123905465,-0.13024175554279718,-1.0976989738909115
Anxiety,-0.31841816713453214,0.3427152442653025,-0.06963501113365629,0.14152338267586073,-0.20016806798234366,-0.09546762897992586,0.005252217663967452,0.25480422054045226,0.12920950518499957,0.02475856239553564,0.14780356239812437,0.12021399240584862,-0.3540217256402683,-0.8182477054185249
Awe,-0.2966322259866501,-0.1958206701325981,0.4496667695669215,0.19300863471946547,-0.04367941092171098,0.05876875885965254,0.3333892781939126,-0.09853566010892363,-0.08375218163311872,-0.029661887322254263,-0.07515801248383915,-0.3384185996277842,0.406138954780679,-0.0447230887314966
Awkwardness,-0.06745657674038863,-0.44372146357604036,0.13822451798882063,-0.43350898556058437,-0.8875106097107844,0.2979765795616713,0.5857965737608345,-0.45883094934120977,0.8996591005527713,0.4267427815295216,-0.19924039387311537,-0.47792556351993687,-0.6391603226132203,-0.1758486678068959
Boredom,-0.22533066687389014,-1.2442419993496545,-0.6398905155164261,0.48748343291868435,-0.20008507529216898,0.397541978977948,0.2903330413185619,0.5073827285469342,0.6891671071186156,-0.5732863084270351,0.4259570515114388,0.19700453966434364,-0.7963095498363821,-0.4510990896652686
Calmness,-0.6252417416988506,-1.3802147696434972,0.24614917184055823,0.3466549031786875,-0.20123449621072,0.09634909618172229,0.4198321951595151,-0.09278610377910984,0.49101284990314864,0.06475103895899002,-0.09351443361211252,0.33814173314059315,-0.4077391521396495,0.03967111853347159
