emotion,n_1,n_0,approach,arousal,attention,certainty,commitment,control,dominance,effort,fairness,identity,obstruction,safety,upswing,valence
Admiration,329,1758,0.7161678735114874,0.09477057158777284,0.2700886266821229,0.525882467644501,0.9010809834052561,0.9945833053776485,0.8859642300252465,0.5359617662423795,0.4920586675457835,0.5349746236929283,-0.5145864346217365,0.36561469319173245,0.8131538395479125,0.7581241894576503
Adoration,126,1961,0.8601872772532339,-1.016019881760307,-0.7132698596993772,0.8476898458751049,0.06671805421559955,0.2868408533537674,0.09626518703073221,-0.9898940739962118,0.5153112965694446,0.12005150564073895,-0.7268817236307116,1.262714090617972,0.7336640354241731,1.01200891004497
Aesthetic-Appreciation,433,1654,0.5493919805087829,-1.080567460390001,-0.4384028320133977,0.4511185316316372,-0.42894541096008937,0.33747628083898096,0.31917733784711205,-0.7737405003154291,0.3625416601898864,-0.2961594472983983,-0.8782353269923874,0.8667263789957073,0.40581782577661396,0.7025611421830268
Amusement,724,1363,0.726272934438882,-0.23885203408546987,-0.5830290487231661,0.3234974120354942,-0.22282848830657276,0.4033127034859871,0.4741591812419997,-0.43290188691049636,0.49923755954461785,-0.18388615155645635,-0.5728081925262062,0.6882970055136322,0.6882399853438791,0.7873733177758552
Anger,58,2029,-1.1798264624852264,0.6866393298979085,0.40164179665211885,-0.30886594177289745,0.16558960363737352,-0.5912614881509012,-0.5722589102208233,0.7341938069078544,-2.981667561595925,0.049811906582400936,1.834441946263396,-1.148521247697765,-1.5727574562664157,-1.7060739450150424
Anxiety,273,1814,-1.5175806303629933,0.9197424626297895,0.7698601920731885,-1.5116612815037116,-0.21276676619026216,-1.2428453467618048,-1.26539060857057,1.0473636914538895,-0.5747625522222266,-0.19536362881780756,1.925107668381197,-1.4960658098469646,-1.4196818616444498,-1.6939993505346438
Awe,260,1827,0.044597014636694784,0.3693435548213846,0.6029580029063054,-0.1267969030458589,-0.041726320064046175,-0.5277456088011764,-0.548750459467231,0.0447349263839973,0.21968344185409058,-0.09009655385943159,-0.2197888144169696,-0.41725445318217724,0.12702800949906906,0.10856567563005037
Awkwardness,100,1987,-0.26389143994201886,-0.19248759021508016,-0.546557186562411,-0.37775572693072307,-0.5192807420740708,-0.28790147647124104,-0.14406528426274134,-0.3429355372515738,-0.14017027472127128,-0.21270931196910706,-0.008632709473455331,-0.1983496742800402,-0.4048563803528382,-0.3150332002870568
Boredom,15,2072,-1.296298787241681,-2.1907068445239117,-3.2141634521998963,-0.7459176816227056,-0.9596849361933283,0.05494157406384101,0.07632413871599862,-0.8678035816938561,0.015236156774653394,0.011203839140591676,-0.23286900672178035,0.43542747566874496,-0.9571423402881185,-0.6986285038031805
Calmness,295,1792,0.27300101969687585,-2.064067030741358,-1.460712190662043,0.452096108284433,-0.3522619338825392,0.30691503615137483,0.24199399882244693,-1.0151228679690774,0.39212281461251147,-0.08866151281264008,-0.8020933503180184,0.9567769306827603,0.21191668031074,0.5310539662759941
Confusion,21,2066,-0.5196410941429978,-0.6367183266552109,-0.7483447272807017,-2.087974288345751,-0.7655940289216756,-0.34578422501009903,-0.2047837374869751,0.18980449312345343,0.09503504034904818,-0.4279505164682047,0.2604818624875788,-0.06145255040410793,-0.5345871557378123,-0.49373350880292155
Contempt,9,2078,-0.5904653638383967,0.1427552356653251,-0.24046937967282606,0.060331700162333565,0.5808744744112009,0.20972188820995835,0.38532382085864014,0.18868896563149498,-2.5159801374554056,0.93297873603926,0.8307489796020391,-0.5338333454687033,-1.1085380910211915,-1.2741396445128028
Craving,56,2031,0.9761945989704647,-0.2677517719232254,0.052650693597941466,0.6072077568170621,-0.27066390718588496,0.6595646846745635,0.6327056954484185,-0.8798965358889335,0.2998318107394291,-0.3927990040462538,-0.6958951004782996,0.7823077408499068,0.6141841205094845,0.7766952896234767
Disappointment,7,2080,-1.1842734945618976,-0.6315794487875485,-0.8833075058322285,-0.699191610255831,0.12372006150479775,-0.6149923994501105,-0.5712954585509649,0.5351152341788188,-1.1956793272750679,0.6234225976252674,1.5930505301478555,-0.2089795394785165,-1.3366935984346344,-1.5824594624097152
Disgust,149,1938,-1.7372264646187794,0.37968917230375304,0.33234999729137865,-0.1614302596736907,-0.9205553649743541,-0.9280967498932252,-0.9084042221395863,0.16753103782956896,-1.165806811830373,-0.572719170340168,0.6977220771594244,-1.2260269233205618,-1.637043355075755,-1.7074237909495524
