,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16
1,781.4232056479643,89.42050797533864,-135.7363231409774,253.64468212790865,318.1836964097886,258.79281892843017,469.38187787874716,70.49308599837921,-8.723006742367838,284.2484756038781,304.25927850571884,33.32275265327833,-54.53192523571567,51.840754139627464,614.1934910545955,-279.8990595716161
2,562.6822410780248,79.97781501573421,-91.04172495898158,209.63027958334973,251.24130290303265,214.26207614141543,226.0510222539361,48.59986428908839,3.234926599999797,208.05423096983742,241.9945268127422,10.19727976312088,-30.581600156997073,18.721328020505183,492.2086663912601,-248.07730962665028
4,655.3253327264816,81.020197395325,-91.45895269818423,321.5874136651696,325.82435529316245,253.74945295299344,524.6395206409878,55.68240341124977,-41.14624423261954,272.12524706277947,302.3394614776118,30.47550606015275,-33.75746364983729,55.991458833481836,613.2881611337824,-395.754396984205
5,473.0188480469802,44.15791353422112,-89.0196206110143,165.85193335720896,299.40429193619843,177.95956878867193,281.43681438977154,51.60363094340676,-1.7532988401940788,169.5860178117376,207.04400114577317,30.233400649221178,-38.06529658072296,31.978551464593945,379.73327562646034,-190.780988231269
6,367.25232616308847,63.91941015222441,-70.86715997702353,133.62176017750383,261.39187686980466,144.92742814945882,220.7905439364235,33.17842658919935,-1.6207370711623426,132.59203144577782,169.4316693783053,26.5979113700131,-31.524211066152265,25.931261288278783,294.7010018081613,-154.42740949042906
7,668.0623459436325,82.43564388652246,-195.81710202218378,98.900923197745,310.46667193591765,260.88360842299505,464.16533999803823,66.77420939863451,-14.206652977161554,275.81550871113745,303.20600871051596,34.82257509058833,-43.50805122656047,36.79878658821671,591.0364732090899,-312.5806300397134
8,672.3482573855497,83.29576927172327,-196.32909133408546,100.05213778191599,311.9957859036301,262.58453762234063,463.659554929036,67.11870393699107,-13.77950098570478,276.70648701822887,304.8147550325945,34.37538620499071,-43.973923770239956,36.790707872923356,590.6743646018704,-313.68509707466836
9,152.96455778129766,203.14973188255124,-34.57423740516364,62.61390728785454,71.64804800519921,57.53473371691502,103.52504157301526,35.314755189301735,-8.152184292233414,67.0211304416373,68.41454913061015,17.544041884532653,-2.1104652410158624,10.809747765712405,129.58035120082894,-76.25565603043309
11,677.764002136808,85.33962762937611,-98.29654379712653,319.61733723484497,323.4898109127542,257.09341556228594,546.3710513194193,56.312769071645505,-35.80018715707101,266.6323174588039,301.458772171163,26.346756165181382,-34.30526299052234,47.59052387523408,619.4360352236234,-395.18547604038247
12,557.6564980876612,74.14815404214522,-235.07741694768117,332.457320240361,269.1014467508586,234.67140404067996,428.83949350035147,63.80424264461481,-0.41264195147960286,240.25245504678617,269.4467864338849,53.16373386615643,-45.804102346690996,30.753277294046537,521.6272835677142,-226.51221804116702
13,611.2154142803963,81.18475089847429,-204.77999408218656,359.64458758247315,296.1318467722446,256.0099595631964,445.2900231464127,72.05330568325721,-4.033071326734494,270.0520228068912,295.4859358744829,61.687182015517905,-51.43698186407563,43.03571865162384,569.0304364728196,-251.27616070425253
14,154.03911156720326,176.74291760882832,-35.870675418178905,65.01308500916431,72.45783923258978,57.30647394821525,102.69256237149395,73.37039822008593,-6.357580337281598,66.45731527188651,66.5794350218431,19.184662903243172,-0.47793487989221867,10.317857113058142,129.48137414646874,-76.0932787035899
15,765.3527817434829,84.17656575824455,-129.33490408008157,241.54583531721158,286.4018098244513,243.57396182208083,444.79007049207445,65.25203122114327,-11.779608139748971,269.5257943995995,285.4089292359361,38.465563185066905,-47.30796214084986,49.031461631637505,573.4916665088297,-269.5241748047626
16,672.3482573855497,83.29576927172327,-196.32909133408546,100.05213778191599,311.9957859036301,262.58453762234063,463.659554929036,67.11870393699107,-13.77950098570478,276.70648701822887,304.8147550325945,34.37538620499071,-43.973923770239956,36.790707872923356,590.6743646018704,-313.68509707466836
17,556.8409369025878,73.90677654638004,-237.09593987792195,332.7362162891422,268.6795088985315,234.1875588945125,427.8933479191622,63.64875809865461,-0.7162240700190013,240.06802922966162,268.39155583529595,53.165564487329014,-45.667137313340255,30.602567849888807,520.6156309787539,-225.90938969928143
18,762.5225614754693,89.06141449553068,-132.84091239888463,251.38723703437776,293.4450897575776,250.18238608233435,467.99613756705304,66.68391660589155,-10.865365812825754,282.4659829328022,295.4799697854962,32.568444793477944,-48.355100774532204,47.606706712820426,643.258644768373,-280.3890318467756
19,594.0267862286104,58.47484643891109,-91.63260395212427,241.77713960695203,274.15953769080653,206.3640958173403,310.59798575517783,57.29733353257202,-40.94498879119509,308.68159500294075,277.713317658307,51.55855081571304,-48.19972741934283,86.86822478787269,520.2558869224063,-269.28846803593
20,258.002526258155,30.546147266761757,-44.42019671141675,111.07419109093414,92.57021239455241,72.14685807083288,158.49785464185913,12.710395018278625,-9.28864926436175,108.02872911766639,94.60659953998501,254.53596202580437,-14.518302393724602,18.15374319939983,207.2661119076773,-108.18803169138673
21,755.730831800013,90.55555171894567,-125.90847171984635,244.04615753647622,277.5172543522997,242.41766983064497,456.785984969844,64.79523044858476,-9.232055117242957,276.4504769246296,288.3874548976376,21.930468312722404,-54.808820184693126,50.81234508937836,609.3166677098587,-259.4322762314545
22,778.656151345954,89.50073780285129,-135.826505385098,252.68312763587167,320.75668621758456,258.18899206041897,467.32535804988737,70.24596870601897,-8.65444465176876,283.129530268533,303.2323160049873,34.03865876525284,-53.92897406336682,51.40696990518098,609.5278708490156,-279.8678005796147
23,569.8543770719637,80.86606522898663,-94.9878546344248,209.9655451855102,253.96824443506827,216.5800097397265,229.70370382910593,49.26477473211223,3.4950863949073003,210.72148118247654,244.52256061240425,8.562007172643336,-30.664575642878283,19.107963348422942,496.8878678705661,-252.62086167858916
24,760.64101111114,92.01262768587117,-133.12216524650103,250.86326041012046,293.7460001507383,250.05313580333794,466.7618326626003,67.28886832146198,-10.961701317558864,281.85930256933545,294.9882920783334,33.64745670207659,-47.664225403832965,47.38282343057448,640.0824540763703,-280.93098134559114
25,772.5228039308031,84.95215411904042,-130.7583307363033,244.55835401703806,290.9173958324935,246.63710643227913,448.2713975300558,66.23812275801816,-12.464106503519915,273.45114976932274,289.2036866224172,40.25721661447531,-47.55021756739292,50.434974587225696,578.4383848763266,-274.08834507527314
26,650.8104220569343,85.36797086160068,-194.6184794091943,89.43579332729637,299.7234087592568,257.1965183000901,436.7538088896637,63.58860503591544,-5.331329368939636,254.2650365347779,291.08140891559725,24.77109492035529,-39.55634252169368,20.99981334206594,570.584129559284,-301.8966025573908
