,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17
1,214.81892957241132,-422.84308036976154,189.9373469580869,-211.5639902042444,50.226975666230885,403.1378083963576,82.56948277697373,-262.85243955113793,7.920996758260059,52.703116416710195,125.91892413630488,-37.1816878122052,-56.233803692189966,15.96816882271369,-168.66907111583097,-61.56209019376578,439.5552522591916
2,63.0889023260209,-587.378578192749,271.83009419249487,-313.0087201380959,80.61606143251583,548.3819071809771,110.66010267651778,-354.1579416439168,-3.9566372716573803,84.39761694243997,159.52975412596712,-46.36260933624355,-79.62319176479318,19.106435711983067,-236.67942688418557,-43.84238374959048,790.7262030750941
4,37.02153932170612,-709.8036647110196,263.67723457425626,-335.85017620659517,76.01909639448087,637.4285521439799,113.086615715264,-410.67120329836894,16.10843980075574,68.30148349559671,148.1585645143409,-66.35520714317873,-78.17535217577985,-1.8802567846568123,-224.19518384031613,-114.6028506239413,681.8153052424467
5,53.15587082840729,-453.1114349339764,204.8827053220461,-354.8935051059757,53.260722470849736,458.92522148143394,73.39728481114216,-270.41455958376514,-45.33746518407571,55.643128774916924,90.09956245825376,-33.96299701448505,-52.208716881340735,80.62219720241217,-134.57771662468568,16.946688553367498,376.23095416669065
6,29.292352972949892,-659.0908273362588,250.52113891305075,-308.71655320938356,67.80396909019242,596.1231274604565,97.96196879560588,-382.4255047548933,20.582239609035536,58.328310250957806,132.63998654039554,-36.9488030186942,-71.32631957667358,-0.852170827361393,-209.9593145923278,-113.42732452577806,593.7613777889197
7,67.48387888696172,-549.9262790973787,269.93975521113583,-314.41290957064945,81.04284599448184,504.78748867409394,109.94797393059349,-343.0880951035454,-5.6871353446049895,85.51737712405415,160.92859999651864,-43.907213523821476,-80.59359661449224,22.946013801201808,-247.26466409620866,-29.114786739426496,759.6916651468863
8,31.512520596966468,-270.6137513859667,171.80256009863885,-238.08565681878093,52.658204009411705,398.8165099146309,94.2553251054235,-262.4165839738978,14.659670602819995,63.59617718885405,104.45529863872561,-35.163121314515024,-82.0386751218515,-48.16940955797735,-175.81174789984323,-67.76524656920257,362.71967381980903
9,19.647064851177582,-223.8138837468663,199.10728808546793,-123.94704123723608,28.568108657442377,239.8845509493637,35.77101546623412,-148.45884841176445,6.617016091189802,23.467622349100854,65.07896412401679,113.10395747786133,-32.82518545038891,26.02941395469427,-128.85089079794426,-13.922225150602292,234.3773570283054
11,29.454785394997707,-701.2946966681657,259.0225065594749,-353.1935821425178,72.31857748223239,635.9024049799334,104.91669683785624,-404.500145007902,7.938468448091958,64.03104792386227,139.49905823196775,-65.71708003188394,-73.901276856715,9.534651063437664,-208.49792401823694,-107.32027728208257,613.0422083595372
12,42.84373461689395,-509.3259155599754,200.82116552900382,-107.28934743898175,55.865391250317266,383.1999151003842,97.97723244656312,-280.11267141808526,-8.550265529868588,78.60494786435781,116.82947150886842,-35.45847029645792,-61.40884250673059,-11.459525161826361,-187.3852410943207,-47.3304377937991,430.79687569306844
