emotion,approach,arousal,attention,certainty,commitment,control,dominance,effort,fairness,identity,obstruction,safety,upswing,valence
Admiration,0.0222408968272833,-0.20505810266075844,-0.1186379704979803,0.009638676847899857,-0.15034389295207784,0.4578587815642454,-0.2809044658101677,0.49559134246438774,-0.07396111357923724,0.11299465645036075,-0.2245305497270688,-0.3248590696187656,0.33516500862362175,0.17384643394082333
Adoration,1.0725829816505277,-0.6632216296882283,-0.6900469987099386,-0.06626826127676075,0.5467491163486382,0.4599638456527977,-0.8424232256645212,-1.1639848634465988,0.17027357897919468,-0.40885856112086655,-0.1512538113663658,-0.39934058565018493,0.31122300776119055,0.5992073956095599
Aesthetic-Appreciation,0.26916635897594,-0.4509818109440135,0.6480945552542823,0.2395267531898023,-0.5348131801948047,-0.5747335968284681,0.05968118239007009,0.2486347128831787,-0.998864112152179,0.0778328113753971,-1.0315399238475047,0.3534666267959227,-1.1727422928544948,1.0317708877233573
Amusement,-0.17221987219869678,0.5815520054498092,-0.9445935531577284,-0.31584077234120106,-0.7127297891957138,0.3137831935513329,0.35447835377366244,-0.24832102159755295,0.03206162663947122,-0.17960797977284057,0.5432237824406674,0.19951319895980876,0.43946551513961624,0.31475361879345337
Anger,0.09824337721253959,0.9820287871303071,-1.2590119126826385,-0.34761311860681754,-0.027183391210551463,0.17937557749785452,1.3130789966005603,0.0333283222431043,-1.3486716414398259,0.4067698606915459,0.3872763120566874,0.5986847475156883,-0.44045115677330604,-0.932933072568188
Anxiety,0.07327525916389868,-0.04132845632233189,-0.14429214692107825,-0.2256818883362075,0.00781834071382555,0.011086215389234773,-0.14862623396347083,0.198822014936806,0.5533485694674816,0.04812188876689882,0.08753106157155281,-0.47650000590026975,0.3620196451998783,-0.5256786119104634
Awe,-0.13227539686687478,-0.4048101923169095,1.0949002076691308,-0.1024560532733454,-0.5820110427205635,-0.6005748251710034,-0.3537687064313364,0.2686326315089105,-0.23176575474175037,0.26465555996689666,-0.5570469137330787,-0.7442325845990236,-0.29859486130153845,1.4897719977496238
Awkwardness,-0.3596829489890503,0.3027036397864057,-0.37863933228520835,-0.26143814985149866,-0.3384401775632239,-0.25846068105262315,0.7642576959049279,-0.6470862218106647,0.19138839300404736,-0.006531550133318409,0.30103322068094296,0.4279292046929928,0.11319649365621658,-0.31729517435775945
Boredom,-1.0318833782338992,-0.8061616466961548,-1.0497697573979192,-0.10020165825033231,-0.09944767941141534,0.8354130149523922,-0.05385480281963383,0.4950536371933103,0.7447849840274808,0.561661461730729,0.5149132310443897,0.17316521117815437,-0.641630075948543,0.07692552935311453
Calmness,-0.47276995746963163,-1.6556084531982067,0.17275810915375078,0.4384896771125093,0.10633181063127951,-0.3409621326306183,0.11678083540331692,0.07392489689599596,0.14842548573172756,-0.01196465998302508,-0.27945507805763736,0.14390367906349202,-0.8371332866982506,1.0582312510368073
Confusion,-0.2878971638175435,-0.6175784316535756,0.6072079384451295,-1.4782019322134738,-0.3667568452269262,-0.4453655876444342,1.3505858423230954,0.40178600801641245,0.14140923326798668,-0.04931693197292767,0.13804545062168525,0.8259315862731572,-0.07741219214923291,-0.8655390834373984
Contempt,0.024366672261073336,0.26408827660139,-0.7719163052454816,0.197073706397537,0.12498710509562032,-0.004191871057982223,0.694333639816518,-0.9760242726041428,-0.7026562354835119,1.0037032734605054,-0.27278895748814397,0.18551615945856897,-0.7231259543240969,-0.9233322791050498
Craving,2.297170537225107,-0.047609914819861314,-0.15569462868633271,0.3504466332980608,-0.16561821516404668,-0.569187512584402,0.21799679014766002,-0.258740169058857,-1.5814934166495624,-0.9230368815403549,-1.0053193785487804,0.08394532793330023,-0.7969808352073287,-0.05628966359287664
Disappointment,-0.08203366395347737,-0.2456206751933316,-0.2664777186221034,-0.1787856012092854,0.4800399226192396,0.42160152993084776,-0.14847364807444718,-0.17731789660356428,-0.06337474709532323,-0.37810957183692134,0.019603340982614983,1.1383405803655562,-0.9169049118766184,-0.9725615939165254
Disgust,-1.1781555810633444,-0.195914280074144,0.7140412714133654,0.33156972219569897,-0.29908738570903576,0.3683937730298636,0.5647264356651499,0.19241622876433392,-0.2532187754907324,-0.06835284529972291,-0.7045879113640291,0.5642906766588276,0.8242835134720667,-2.2178993828116775
Empathic-Pain,0.7743217506250283,-0.3215584113091648,-0.12844542220283417,0.38511846167681624,0.1820984828728702,-0.2570076938219495,-0.2438285557627238,0.0387318384526918,-0.12034719676673729,-0.21701486120081542,0.5378811527192473,0.05166410906741151,-0.23855302072363402,-1.1332774300432207
